order_id,customer_id,order_timestamp,promised_delivery_date,actual_delivery_date,product_name,category,quantity,gross_sales_usd,discount_rate,net_sales_usd,cost_usd,sales_channel,shipping_mode,warehouse,sales_region,returned_flag,satisfaction_score,customer_segment
O503950,C30346,2025-08-20 10:00:00,2025-08-23,2025-08-23,Keyboard,Electronics,4.0,367.7,0.25,275.77,172.58,Retail,Express ,TOR-WH1,East,False,2.0,SMB
O503951,C31143,2025-05-08 10:00:00,2025-05-12,2025-05-15,"Monitor 27""",Electronics,1.0,246.15,0.25,184.61,106.39,Marketplace,Express ,BER-WH3,West,False,3.0,smb
O503952,C31589,26/01/2025 01:00,2025-01-31,2025-01-31,Keyboard,Electronics,2.0,170.66,0.05,162.13,121.67,B2B Sales,Same Day,BER-WH3,Central,False,5.0,smb
O503953,C30472,2025-02-23 15:00:00,2025-02-27,2025-02-27,Office Chair,Furniture,4.0,1016.97,0.1,915.27,708.71,Online,Same Day,BER-WH3,West,False,3.0,Enterprise
O503954,C31742,2025-05-28 15:00:00,2025-05-31,2025-06-04,Desk Lamp,Furniture,2.0,110.69,0.15,94.09,55.09,Retail,Same Day,,East,False,5.0,
O503955,C31153,2025-03-27 06:00:00,2025-04-03,2025-04-03,Keyboard,Electronics,1.0,76.89,0.2,61.51,44.05,Marketplace,Standard,,East,False,3.0,SMB
O503956,C30379,2025-09-23 12:00:00,2025-09-28,2025-09-27,Mouse,Electronics,1.0,34.68,0.05,32.95,24.48,online,standard,TOR-WH1,EU,False,4.0,SMB
O503957,C30607,2025-08-18 09:00:00,2025-08-21,2025-08-20,Printer Ink,Supplies,2.0,88.08,0.1,79.27,46.92,Marketplace,Express ,BER-WH3,West,True,1.0,SMB
O503958,C30799,2025-02-15 05:00:00,2025-02-17,2025-02-21,Mouse,Electronics,1.0,34.38,0.15,29.22,21.14,Retail,Standard,DAL-WH2,EU,False,3.0,smb
O503959,C30614,2025-12-07 12:00:00,2025-12-09,2025-12-20,"Monitor 27""",Electronics,2.0,570.62,0.25,427.97,275.67,Marketplace,Express ,VAN-WH1,Central,False,3.0,SMB
O503960,C31505,21/08/2025 07:00,2025-08-23,08/25/2025,Webcam,Electronics,6.0,601.22,0.0,601.22,444.06,Online,standard,VAN-WH1,west,False,4.0,
O503961,C30546,2025-02-01 05:00:00,2025-02-08,2025-02-08,Desk Lamp,Furniture,2.0,101.07,0.0,101.07,60.18,Online,Standard,VAN-WH1,West,True,2.0,Enterprise
O503962,C30021,2025-08-23 16:00:00,2025-08-30,2025-09-03,Office Chair,Furniture,1.0,267.38,0.25,200.53,130.37,online,Standard,DAL-WH2,East,False,4.0,
O503963,C30264,2025-01-30 17:00:00,2025-02-03,2025-02-03,Printer Ink,Supplies,2.0,83.58,0.05,79.4,55.57,Marketplace,Express ,BER-WH3,west,False,5.0,
O503964,C30044,2025-05-21 07:00:00,2025-05-26,2025-05-28,Desk Lamp,Furniture,2.0,124.39,0.15,105.73,78.3,Marketplace,standard,VAN-WH1,East,False,2.0,smb
O503965,C31105,2025-10-13 08:00:00,2025-10-16,2025-10-20,Desk Lamp,Furniture,1.0,50.03,0.2,40.02,23.36,Retail,Express ,DAL-WH2,East,False,5.0,SMB
O503966,C31361,2025-03-19 03:00:00,2025-03-26,2025-03-26,USB-C Hub,Accessories,2.0,101.76,0.2,81.41,62.02,Retail,standard,BER-WH3,west,False,4.0,smb
O503967,C30017,2025-01-24 22:00:00,2025-01-31,2025-01-31,Webcam,Electronics,3.0,370.47,0.15,314.9,219.63,Marketplace,Express,BER-WH3,Central,False,3.0,Enterprise
O503968,C30633,19/11/2025 06:00,2025-11-21,2025-11-21,Notebook Pack,Supplies,1.0,21.72,0.0,21.72,14.45,Online,Express ,,west,False,5.0,smb
O503969,C31244,2025-01-04 08:00:00,2025-01-06,2025-01-10,Notebook Pack,Supplies,4.0,88.54,0.05,84.11,63.04,Marketplace,Standard,,EU,False,3.0,smb
O503970,C30173,2025-05-12 02:00:00,2025-05-18,2025-05-18,Notebook Pack,Supplies,3.0,63.81,0.1,57.43,33.39,B2B Sales,Same Day,DAL-WH2,East,False,4.0,Enterprise
O503971,C31539,2025-03-17 10:00:00,2025-03-21,03/20/2025,"Monitor 27""",Electronics,1.0,237.24,0.25,177.93,113.23,B2B Sales,Express ,TOR-WH1,west,False,3.0,SMB
O503972,C30671,2025-06-30 04:00:00,2025-07-07,2025-07-09,Printer Ink,Supplies,2.0,81.13,0.0,81.13,58.67,B2B Sales,standard,DAL-WH2,East,False,3.0,Consumer
O503973,C31331,2025-10-14 13:00:00,2025-10-17,2025-10-18,Notebook Pack,Supplies,1.0,21.93,0.1,19.74,12.3,Marketplace,Same Day,BER-WH3,Central,False,4.0,
O503974,C31791,2025-07-09 17:00:00,2025-07-15,2025-07-15,Notebook Pack,Supplies,3.0,64.89,0.25,48.67,38.4,Retail,Express,TOR-WH1,West,False,3.0,smb
O503975,C31314,2025-11-28 09:00:00,2025-12-03,2025-12-03,Mouse,Electronics,2.0,74.04,0.25,55.53,40.45,B2B Sales,Express,DAL-WH2,EU,True,3.0,smb
O503976,C31112,21/12/2025 08:00,2025-12-23,2025-12-25,USB-C Hub,Accessories,2.0,109.13,0.0,109.13,76.19,Retail,Express,BER-WH3,West,False,4.0,smb
O503977,C30171,2025-01-16 11:00:00,2025-01-18,2025-01-19,USB-C Hub,Accessories,2.0,106.67,0.15,90.67,63.58,Retail,Same Day,BER-WH3,EU,False,4.0,
O503978,C31439,2025-12-28 02:00:00,2026-01-03,2026-01-03,Laptop Stand,Accessories,2.0,69.01,0.2,55.21,43.1,Online,standard,DAL-WH2,West,False,2.0,Enterprise
O503979,C30231,2025-08-25 13:00:00,2025-08-27,2025-08-29,USB-C Hub,Accessories,1.0,53.05,0.15,45.09,35.18,Retail,standard,TOR-WH1,Central,False,4.0,Enterprise
O503980,C30322,2025-07-27 03:00:00,2025-08-02,2025-08-04,Webcam,Electronics,2.0,189.61,0.25,142.21,109.05,B2B Sales,Express ,VAN-WH1,East,False,4.0,SMB
O503981,C31461,2025-12-22 00:00:00,2025-12-25,2026-01-06,Mouse,Electronics,3.0,109.97,0.15,93.47,56.34,B2B Sales,Express,BER-WH3,Central,True,3.0,SMB
O503982,C30998,2025-11-10 07:00:00,2025-11-14,11/17/2025,Notebook Pack,Supplies,1.0,18.31,0.2,14.65,10.49,Marketplace,Express ,BER-WH3,East,False,4.0,Consumer
O503983,C30625,2025-08-17 13:00:00,2025-08-23,2025-08-23,"Monitor 27""",Electronics,3.0,961.8,0.25,721.35,457.64,Retail,standard,BER-WH3,west,False,,smb
O503984,C31218,22/08/2025 13:00,2025-08-28,2025-08-30,Printer Ink,Supplies,1.0,39.71,0.25,29.78,17.76,Online,standard,BER-WH3,west,False,4.0,smb
O503985,C31421,2025-09-13 22:00:00,2025-09-19,2025-09-20,Keyboard,Electronics,4.0,356.33,0.2,285.06,165.39,Retail,standard,,EU,False,3.0,smb
O503986,C31403,2025-10-05 08:00:00,2025-10-09,2025-10-10,Desk Lamp,Furniture,2.0,106.36,0.25,79.77,62.74,online,Express,,Central,True,3.0,Consumer
O503987,C31005,2025-10-10 09:00:00,2025-10-15,2025-10-29,Office Chair,Furniture,1.0,266.31,0.25,199.73,151.23,Online,Express ,BER-WH3,EU,False,3.0,smb
O503988,C30897,2025-06-30 09:00:00,2025-07-04,2025-07-04,Webcam,Electronics,4.0,430.57,0.15,365.98,210.83,Retail,Express,DAL-WH2,EU,False,4.0,Enterprise
O503989,C31324,2025-11-22 01:00:00,2025-11-29,2025-12-01,USB-C Hub,Accessories,1.0,40.74,0.25,30.55,23.06,Retail,Express,,west,False,4.0,SMB
O503990,C31222,2025-05-28 00:00:00,2025-06-04,2025-06-03,Keyboard,Electronics,3.0,209.47,0.1,188.52,121.61,Online,Standard,,East,False,4.0,Enterprise
O503991,C30164,2025-10-26 08:00:00,2025-10-31,2025-11-03,Mouse,Electronics,1.0,36.62,0.15,31.13,24.22,Retail,Standard,BER-WH3,west,False,3.0,Enterprise
O503992,C30874,12/05/2025 08:00,2025-05-14,2025-05-15,USB-C Hub,Accessories,2.0,87.43,0.25,65.57,41.92,online,standard,VAN-WH1,West,True,1.0,Consumer
O503993,C31177,2025-01-14 08:00:00,2025-01-17,01/19/2025,Webcam,Electronics,3.0,272.34,0.25,204.25,122.2,online,Standard,VAN-WH1,East,False,3.0,Consumer
O503994,C31332,2025-10-02 08:00:00,2025-10-05,2025-10-06,"Monitor 27""",Electronics,3.0,1003.68,0.25,752.76,541.34,Retail,Express ,BER-WH3,Central,False,4.0,
O503995,C31375,2025-08-05 08:00:00,2025-08-08,2025-08-09,Office Chair,Furniture,2.0,494.43,0.05,469.71,315.95,B2B Sales,standard,DAL-WH2,EU,False,2.0,Enterprise
O503996,C31653,2025-08-16 16:00:00,2025-08-20,2025-08-22,USB-C Hub,Accessories,1.0,58.01,0.0,58.01,41.53,B2B Sales,Same Day,TOR-WH1,Central,False,4.0,SMB
O503997,C31694,2025-01-18 18:00:00,2025-01-24,2025-01-23,Mouse,Electronics,3.0,108.07,0.1,97.26,63.29,Online,standard,VAN-WH1,West,False,4.0,SMB
O503998,C31638,2025-09-18 03:00:00,2025-09-25,2025-09-28,USB-C Hub,Accessories,1.0,43.04,0.15,36.58,21.4,B2B Sales,Same Day,,west,False,2.0,Enterprise
O503999,C30457,2025-07-06 18:00:00,2025-07-09,2025-07-11,Printer Ink,Supplies,3.0,127.54,0.2,102.03,77.05,Marketplace,Same Day,TOR-WH1,East,False,5.0,Consumer
O504000,C30174,12/10/2025 09:00,2025-10-17,2025-10-20,Office Chair,Furniture,3.0,738.51,0.1,664.66,415.11,Marketplace,Express,,EU,False,3.0,Enterprise
O504001,C30483,2025-01-22 19:00:00,2025-01-29,2025-01-28,Laptop Stand,Accessories,1.0,41.03,0.25,30.77,17.77,Marketplace,standard,TOR-WH1,East,False,3.0,Enterprise
O504002,C30072,2025-05-10 03:00:00,2025-05-13,2025-05-21,Laptop Stand,Accessories,2.0,89.32,0.1,80.39,54.75,Marketplace,standard,TOR-WH1,East,False,4.0,smb
O504003,C30568,2025-02-01 00:00:00,2025-02-04,2025-02-05,Mouse,Electronics,2.0,80.34,0.2,64.27,38.4,Marketplace,Express ,BER-WH3,EU,False,4.0,Enterprise
O504004,C30985,2025-11-16 22:00:00,2025-11-21,11/25/2025,Webcam,Electronics,4.0,436.99,0.0,436.99,340.14,Marketplace,standard,,West,False,4.0,smb
O504005,C30195,2025-02-20 21:00:00,2025-02-27,2025-02-26,USB-C Hub,Accessories,1.0,49.33,0.1,44.4,27.57,B2B Sales,standard,,East,False,2.0,SMB
O504006,C30643,2025-12-03 21:00:00,2025-12-05,2025-12-15,Notebook Pack,Supplies,1.0,21.29,0.0,21.29,15.35,Marketplace,Express ,,East,False,5.0,Consumer
O504007,C30906,2025-09-25 10:00:00,2025-10-01,2025-09-30,Notebook Pack,Supplies,2.0,45.46,0.0,45.46,26.79,online,standard,TOR-WH1,West,False,,Enterprise
O504008,C30031,11/07/2025 11:00,2025-07-13,2025-07-14,Mouse,Electronics,1.0,41.78,0.05,39.69,26.34,online,Standard,TOR-WH1,west,False,3.0,Enterprise
O504009,C30738,2025-12-08 08:00:00,2025-12-10,2025-12-09,"Monitor 27""",Electronics,1.0,240.98,0.05,228.93,129.54,online,Express ,,west,False,4.0,smb
O504010,C30812,2025-06-04 12:00:00,2025-06-09,2025-06-10,Office Chair,Furniture,5.0,1219.9,0.05,1158.9,823.27,B2B Sales,Standard,TOR-WH1,Central,False,5.0,
O504011,C30147,2025-07-06 04:00:00,2025-07-12,2025-07-14,"Monitor 27""",Electronics,1.0,248.78,0.0,248.78,155.19,B2B Sales,Same Day,DAL-WH2,East,False,4.0,Consumer
O504012,C30333,2025-06-16 11:00:00,2025-06-18,2025-06-21,"Monitor 27""",Electronics,3.0,870.59,0.25,652.94,387.28,Marketplace,Express,VAN-WH1,Central,False,3.0,
O504013,C31225,2025-09-09 02:00:00,2025-09-16,2025-09-16,Laptop Stand,Accessories,5.0,198.53,0.15,168.75,112.63,Retail,Express,,East,False,4.0,Consumer
O504014,C30018,2025-02-08 15:00:00,2025-02-12,2025-02-13,Printer Ink,Supplies,3.0,144.12,0.15,122.5,86.77,Retail,Express,VAN-WH1,East,False,2.0,
O504015,C31129,2025-06-27 14:00:00,2025-07-03,07/07/2025,Laptop Stand,Accessories,3.0,101.94,0.2,81.55,49.76,B2B Sales,Same Day,BER-WH3,Central,False,5.0,SMB
O504016,C31537,06/06/2025 01:00,2025-06-12,2025-06-12,Mouse,Electronics,2.0,92.55,0.25,69.41,52.18,B2B Sales,Express,BER-WH3,west,False,2.0,SMB
O504017,C31521,2025-04-13 07:00:00,2025-04-20,2025-04-20,Mouse,Electronics,1.0,47.4,0.25,35.55,23.25,Marketplace,standard,TOR-WH1,East,False,3.0,
O504018,C30360,2025-05-13 02:00:00,2025-05-17,2025-05-31,USB-C Hub,Accessories,3.0,133.82,0.15,113.75,84.13,online,Same Day,VAN-WH1,EU,True,3.0,smb
O504019,C30064,2025-04-28 04:00:00,2025-05-01,2025-05-05,Keyboard,Electronics,2.0,163.68,0.15,139.13,107.12,Marketplace,Same Day,VAN-WH1,Central,False,4.0,Enterprise
O504020,C31738,2025-07-13 03:00:00,2025-07-18,2025-07-18,Office Chair,Furniture,2.0,543.9,0.2,435.12,313.51,B2B Sales,Standard,,EU,False,4.0,
O504021,C30914,2025-07-24 07:00:00,2025-07-29,2025-07-29,Printer Ink,Supplies,1.0,46.33,0.1,41.7,30.73,Marketplace,Same Day,,Central,False,4.0,
O504022,C31705,2025-11-30 18:00:00,2025-12-04,2025-12-04,"Monitor 27""",Electronics,2.0,482.64,0.25,361.98,276.15,B2B Sales,Express ,DAL-WH2,Central,False,4.0,SMB
O504023,C30065,2025-05-05 12:00:00,2025-05-11,2025-05-17,Keyboard,Electronics,1.0,89.32,0.25,66.99,51.27,Retail,standard,TOR-WH1,West,False,4.0,Consumer
O504024,C31356,06/02/2025 14:00,2025-02-08,2025-02-08,Printer Ink,Supplies,3.0,153.87,0.15,130.79,104.58,online,Express,DAL-WH2,East,False,4.0,smb
O504025,C30227,2025-04-13 16:00:00,2025-04-19,2025-04-23,Webcam,Electronics,2.0,240.95,0.05,228.9,169.85,Marketplace,Standard,TOR-WH1,East,False,4.0,SMB
O504026,C31565,2025-08-19 03:00:00,2025-08-26,08/27/2025,Webcam,Electronics,1.0,90.82,0.05,86.28,60.78,Marketplace,Standard,TOR-WH1,EU,False,4.0,Consumer
O504027,C30629,2025-01-13 10:00:00,2025-01-19,2025-01-21,Printer Ink,Supplies,1.0,40.0,0.0,40.0,29.95,B2B Sales,Express ,VAN-WH1,west,False,3.0,Consumer
O504028,C30561,2025-06-22 21:00:00,2025-06-24,2025-06-23,Desk Lamp,Furniture,1.0,51.3,0.0,51.3,28.59,Retail,Express,VAN-WH1,West,False,5.0,Enterprise
O504029,C31486,2025-01-04 19:00:00,2025-01-10,2025-01-13,Mouse,Electronics,1.0,44.04,0.2,35.23,27.7,Marketplace,Same Day,TOR-WH1,East,False,3.0,smb
O504030,C30753,2025-09-30 05:00:00,2025-10-02,2025-10-04,"Monitor 27""",Electronics,5.0,1689.72,0.25,1267.29,913.09,Retail,Express,BER-WH3,East,False,3.0,Consumer
O504031,C31665,2025-11-22 21:00:00,2025-11-26,2025-11-26,Webcam,Electronics,5.0,556.54,0.0,556.54,426.25,B2B Sales,Express ,TOR-WH1,Central,False,5.0,Enterprise
O504032,C30294,07/06/2025 10:00,2025-06-10,2025-06-12,USB-C Hub,Accessories,4.0,175.27,0.2,140.22,99.4,B2B Sales,Standard,DAL-WH2,East,False,5.0,smb
O504033,C31189,2025-08-29 19:00:00,2025-09-05,2025-09-08,Webcam,Electronics,2.0,209.38,0.0,209.38,128.88,Marketplace,standard,BER-WH3,Central,True,3.0,smb
O504034,C31488,2025-09-18 04:00:00,2025-09-21,2025-09-22,Desk Lamp,Furniture,4.0,262.35,0.1,236.12,142.62,Retail,Same Day,BER-WH3,west,False,3.0,Enterprise
O504035,C31542,2025-06-07 06:00:00,2025-06-14,2025-06-18,USB-C Hub,Accessories,1.0,42.33,0.1,38.1,28.23,online,Same Day,TOR-WH1,West,False,,Consumer
O504036,C30622,2025-12-09 11:00:00,2025-12-16,2025-12-15,Keyboard,Electronics,5.0,401.62,0.1,361.46,285.9,online,Express ,,West,False,5.0,
O504037,C30035,2025-01-08 21:00:00,2025-01-14,01/14/2025,Mouse,Electronics,2.0,91.12,0.2,72.9,58.11,online,Standard,TOR-WH1,Central,False,4.0,smb
O504038,C31425,2025-12-04 00:00:00,2025-12-09,2025-12-13,Notebook Pack,Supplies,2.0,32.47,0.25,24.35,16.0,B2B Sales,standard,TOR-WH1,west,False,3.0,Enterprise
O504039,C30178,2025-03-23 12:00:00,2025-03-28,2025-04-01,"Monitor 27""",Electronics,1.0,326.09,0.0,326.09,236.34,online,Standard,VAN-WH1,west,False,3.0,SMB
O504040,C30824,01/04/2025 18:00,2025-04-05,2025-04-09,Desk Lamp,Furniture,1.0,59.14,0.2,47.31,37.1,Online,Express,VAN-WH1,East,False,3.0,Enterprise
O504041,C31349,2025-05-08 21:00:00,2025-05-10,2025-05-10,USB-C Hub,Accessories,1.0,41.86,0.05,39.77,23.97,Retail,Same Day,VAN-WH1,west,False,3.0,
O504042,C31167,2025-02-06 13:00:00,2025-02-11,2025-02-11,Keyboard,Electronics,2.0,191.71,0.15,162.95,101.81,B2B Sales,Express,BER-WH3,west,False,3.0,smb
O504043,C30656,2025-03-03 22:00:00,2025-03-07,2025-03-11,Desk Lamp,Furniture,2.0,130.64,0.2,104.51,61.22,Retail,standard,DAL-WH2,Central,False,2.0,Consumer
O504044,C31046,2025-01-22 07:00:00,2025-01-28,2025-01-30,"Monitor 27""",Electronics,1.0,332.22,0.0,332.22,183.02,Marketplace,standard,DAL-WH2,Central,False,3.0,Enterprise
O504045,C30374,2025-01-09 07:00:00,2025-01-15,2025-01-19,Printer Ink,Supplies,1.0,48.96,0.1,44.06,28.88,Online,Same Day,,East,False,3.0,Consumer
O504046,C30031,2025-10-17 08:00:00,2025-10-21,2025-10-21,Laptop Stand,Accessories,1.0,44.12,0.2,35.3,23.57,Marketplace,Express ,,EU,False,3.0,SMB
O504047,C30343,2025-08-26 02:00:00,2025-08-28,2025-08-28,Desk Lamp,Furniture,5.0,340.61,0.2,272.49,209.46,B2B Sales,Standard,VAN-WH1,Central,False,4.0,SMB
O504048,C30892,02/05/2025 21:00,2025-05-09,05/09/2025,"Monitor 27""",Electronics,2.0,595.37,0.2,476.3,273.99,Online,Express ,,West,False,4.0,
O504049,C31130,2025-03-17 09:00:00,2025-03-24,2025-04-04,Mouse,Electronics,1.0,37.48,0.0,37.48,27.7,Marketplace,Express ,,East,False,4.0,SMB
O504050,C30306,2025-12-20 00:00:00,2025-12-26,2025-12-25,Printer Ink,Supplies,2.0,107.12,0.0,107.12,59.27,online,Same Day,VAN-WH1,East,False,3.0,smb
O504051,C31781,2025-12-01 18:00:00,2025-12-06,2025-12-06,Webcam,Electronics,1.0,109.73,0.15,93.27,73.4,Marketplace,Same Day,BER-WH3,Central,False,3.0,
O504052,C30650,2025-07-04 19:00:00,2025-07-09,2025-07-23,"Monitor 27""",Electronics,1.0,334.6,0.2,267.68,192.48,Marketplace,standard,,west,False,5.0,SMB
O504053,C30415,2025-04-14 02:00:00,2025-04-19,2025-04-20,Webcam,Electronics,1.0,122.7,0.05,116.56,67.91,online,standard,DAL-WH2,West,False,3.0,Consumer
O504054,C30954,2025-10-09 04:00:00,2025-10-15,2025-10-19,Desk Lamp,Furniture,1.0,60.54,0.2,48.43,27.49,Online,Express,,East,False,3.0,
O504055,C30468,2025-03-13 16:00:00,2025-03-20,2025-03-21,Webcam,Electronics,4.0,384.76,0.05,365.52,234.18,Online,Standard,DAL-WH2,East,False,3.0,
O504056,C30892,04/04/2025 18:00,2025-04-08,2025-04-09,Office Chair,Furniture,1.0,269.03,0.1,242.13,165.89,Retail,Same Day,TOR-WH1,Central,False,2.0,Consumer
O504057,C30516,2025-02-11 04:00:00,2025-02-17,2025-02-20,Laptop Stand,Accessories,1.0,42.06,0.1,37.85,22.13,Online,Same Day,DAL-WH2,EU,False,4.0,smb
O504058,C31528,2025-10-30 04:00:00,2025-11-02,2025-11-09,Desk Lamp,Furniture,5.0,337.36,0.15,286.76,199.87,online,Standard,VAN-WH1,west,False,3.0,SMB
O504059,C30357,2025-06-07 13:00:00,2025-06-14,06/13/2025,Laptop Stand,Accessories,1.0,42.88,0.2,34.3,26.53,Online,Express,TOR-WH1,West,False,4.0,
O504060,C31468,2025-02-12 13:00:00,2025-02-14,2025-02-14,Laptop Stand,Accessories,1.0,42.33,0.2,33.86,18.86,B2B Sales,Same Day,,Central,False,3.0,Enterprise
O504061,C30079,2025-08-03 19:00:00,2025-08-05,2025-08-15,Keyboard,Electronics,1.0,91.41,0.05,86.84,56.66,Retail,standard,BER-WH3,EU,False,2.0,
O504062,C31676,2025-05-05 17:00:00,2025-05-08,2025-05-08,"Monitor 27""",Electronics,3.0,892.11,0.25,669.08,462.96,Online,Express,BER-WH3,Central,False,2.0,Consumer
O504063,C31539,2025-01-01 13:00:00,2025-01-07,2025-01-10,Notebook Pack,Supplies,5.0,112.84,0.15,95.91,76.0,B2B Sales,Express,TOR-WH1,Central,False,4.0,smb
O504064,C30753,09/09/2025 20:00,2025-09-13,2025-09-12,USB-C Hub,Accessories,2.0,87.87,0.05,83.48,51.92,B2B Sales,Express ,BER-WH3,west,False,4.0,Consumer
O504065,C31574,2025-12-28 08:00:00,2026-01-03,2026-01-06,Keyboard,Electronics,1.0,67.87,0.05,64.48,36.19,B2B Sales,standard,DAL-WH2,west,False,3.0,smb
O504066,C31588,2025-09-03 04:00:00,2025-09-07,2025-09-07,"Monitor 27""",Electronics,1.0,235.32,0.0,235.32,156.84,B2B Sales,Same Day,TOR-WH1,west,False,3.0,Enterprise
O504067,C31151,2025-11-13 11:00:00,2025-11-15,2025-11-19,Notebook Pack,Supplies,1.0,17.61,0.2,14.09,9.48,online,Express,BER-WH3,EU,False,4.0,Enterprise
O504068,C30421,2025-08-22 22:00:00,2025-08-26,2025-08-28,Notebook Pack,Supplies,2.0,41.92,0.25,31.44,20.27,Online,Standard,VAN-WH1,west,False,5.0,Consumer
O504069,C30905,2025-01-23 06:00:00,2025-01-27,2025-01-26,Office Chair,Furniture,2.0,457.46,0.25,343.09,243.29,online,Same Day,BER-WH3,West,False,3.0,smb
O504070,C31201,2025-03-07 16:00:00,2025-03-12,03/15/2025,Office Chair,Furniture,1.0,280.15,0.0,280.15,216.33,Retail,Express ,BER-WH3,EU,False,5.0,smb
O504071,C30094,2025-11-28 10:00:00,2025-11-30,2025-11-29,Keyboard,Electronics,1.0,80.57,0.1,72.51,47.57,B2B Sales,Express,BER-WH3,East,False,3.0,
O504072,C30947,18/01/2025 06:00,2025-01-25,2025-01-28,Printer Ink,Supplies,1.0,39.83,0.05,37.84,26.01,online,Same Day,TOR-WH1,west,False,5.0,smb
O504073,C30329,2025-11-29 19:00:00,2025-12-03,2025-12-03,Laptop Stand,Accessories,3.0,118.72,0.0,118.72,70.5,online,standard,,Central,False,3.0,
O504074,C31429,2025-12-13 04:00:00,2025-12-18,2025-12-21,Notebook Pack,Supplies,1.0,17.49,0.05,16.62,9.15,B2B Sales,standard,VAN-WH1,west,False,1.0,smb
O504075,C31783,2025-05-13 19:00:00,2025-05-17,2025-05-18,Office Chair,Furniture,3.0,666.25,0.15,566.31,399.14,Online,Express,VAN-WH1,west,False,4.0,Enterprise
O504076,C31380,2025-06-13 00:00:00,2025-06-20,2025-06-21,Desk Lamp,Furniture,1.0,53.22,0.25,39.91,23.34,B2B Sales,Same Day,DAL-WH2,EU,False,4.0,Enterprise
O504077,C30213,2025-05-26 12:00:00,2025-05-29,2025-05-28,Mouse,Electronics,1.0,40.82,0.1,36.74,23.47,Online,Express,VAN-WH1,west,False,3.0,
O504078,C31411,2025-01-08 04:00:00,2025-01-13,2025-01-13,Printer Ink,Supplies,1.0,42.49,0.0,42.49,29.35,Retail,Same Day,BER-WH3,Central,True,3.0,smb
O504079,C31673,2025-09-30 00:00:00,2025-10-02,2025-10-06,Notebook Pack,Supplies,2.0,36.49,0.05,34.67,21.92,Retail,Standard,TOR-WH1,West,False,2.0,
O504080,C30067,08/04/2025 17:00,2025-04-12,2025-04-15,Keyboard,Electronics,5.0,461.46,0.2,369.17,250.85,Retail,standard,,west,False,3.0,SMB
O504081,C30514,2025-03-22 06:00:00,2025-03-29,03/29/2025,Laptop Stand,Accessories,2.0,64.38,0.15,54.72,42.81,B2B Sales,Express ,VAN-WH1,west,False,4.0,
O504082,C30238,2025-02-09 18:00:00,2025-02-15,2025-02-17,Keyboard,Electronics,1.0,68.57,0.2,54.86,31.75,B2B Sales,Express ,TOR-WH1,EU,False,5.0,
O504083,C31340,2025-04-16 16:00:00,2025-04-19,2025-04-22,Laptop Stand,Accessories,3.0,103.57,0.15,88.03,65.54,Online,standard,BER-WH3,West,False,1.0,SMB
O504084,C30271,2025-08-21 11:00:00,2025-08-24,2025-08-26,USB-C Hub,Accessories,1.0,44.05,0.0,44.05,28.33,online,Standard,TOR-WH1,Central,False,4.0,smb
O504085,C30316,2025-12-04 02:00:00,2025-12-09,2025-12-11,Notebook Pack,Supplies,1.0,18.25,0.05,17.34,13.25,Retail,Same Day,DAL-WH2,Central,False,3.0,Consumer
O504086,C30952,2025-02-21 22:00:00,2025-02-23,2025-02-26,Keyboard,Electronics,1.0,75.17,0.05,71.41,42.69,online,Standard,DAL-WH2,west,False,2.0,Consumer
O504087,C31528,2025-11-07 19:00:00,2025-11-10,2025-11-09,"Monitor 27""",Electronics,2.0,640.57,0.2,512.46,293.98,online,Same Day,,East,False,3.0,Enterprise
O504088,C30773,20/10/2025 01:00,2025-10-27,2025-10-29,Printer Ink,Supplies,2.0,96.43,0.0,96.43,61.11,Retail,Express ,BER-WH3,west,False,4.0,Enterprise
O504089,C31478,2025-08-20 15:00:00,2025-08-24,2025-08-28,Keyboard,Electronics,1.0,90.0,0.25,67.5,41.09,B2B Sales,Express,TOR-WH1,west,False,5.0,smb
O504090,C31506,2025-03-05 08:00:00,2025-03-11,2025-03-13,Webcam,Electronics,1.0,103.95,0.0,103.95,68.85,Retail,Standard,BER-WH3,Central,False,4.0,SMB
O504091,C30598,2025-12-01 09:00:00,2025-12-06,2025-12-06,Keyboard,Electronics,1.0,68.15,0.25,51.11,39.89,Online,Express ,DAL-WH2,EU,False,3.0,smb
O504092,C31601,2025-03-02 01:00:00,2025-03-04,03/07/2025,Keyboard,Electronics,2.0,140.05,0.15,119.04,72.85,Online,Express ,,west,False,4.0,smb
O504093,C31568,2025-06-19 11:00:00,2025-06-24,2025-06-23,Office Chair,Furniture,3.0,669.68,0.05,636.2,445.76,Online,Express ,TOR-WH1,EU,False,3.0,
O504094,C31552,2025-11-23 14:00:00,2025-11-30,2025-11-30,Laptop Stand,Accessories,1.0,32.11,0.05,30.5,22.59,Marketplace,standard,DAL-WH2,west,False,3.0,smb
O504095,C30495,2025-05-16 11:00:00,2025-05-22,2025-05-23,Office Chair,Furniture,1.0,198.71,0.25,149.03,95.89,Online,Standard,TOR-WH1,Central,False,3.0,Consumer
O504096,C31354,08/09/2025 19:00,2025-09-15,2025-09-17,USB-C Hub,Accessories,1.0,52.41,0.2,41.93,31.04,B2B Sales,Standard,TOR-WH1,west,False,4.0,Consumer
O504097,C30780,2025-03-29 06:00:00,2025-04-02,2025-04-01,Mouse,Electronics,1.0,41.61,0.1,37.45,20.65,online,Standard,BER-WH3,EU,False,3.0,smb
